route_id,service_id,trip_id,shape_id 
6_andata,S,1626,6_andata 
6_andata,S,1627,6_andata 
6_andata,S,1628,6_andata 
6_andata,S,1629,6_andata 
6_andata,S,1630,6_andata 
6_andata,S,1631,6_andata 
6_andata,S,1632,6_andata 
6_andata,S,1633,6_andata 
6_andata,S,1634,6_andata 
6_andata,S,1635,6_andata 
6_andata,S,1636,6_andata 
6_andata,S,1637,6_andata 
6_andata,S,1638,6_andata 
6_andata,D,1639,6_andata 
6_andata,D,1640,6_andata 
6_andata,D,1641,6_andata 
6_andata,D,1642,6_andata 
6_andata,D,1643,6_andata 
6_andata,D,1644,6_andata 
6_andata,D,1645,6_andata 
6_andata,D,1646,6_andata 
6_andata,D,1647,6_andata 
6_andata,D,1648,6_andata 
6_andata,D,1649,6_andata 
6_andata,D,1650,6_andata 
6_andata,D,1651,6_andata 
6_andata,D,1652,6_andata 
6_andata,D,1653,6_andata 
6_andata,D,1654,6_andata 
6_andata,D,1655,6_andata 
6_andata,D,1656,6_andata 
6_andata,D,1657,6_andata 
6_ritorno,L_V,1658,6_ritorno 
6_ritorno,L_V,1659,6_ritorno 
6_ritorno,L_V,1660,6_ritorno 
6_ritorno,L_V,1661,6_ritorno 
6_ritorno,L_V,1662,6_ritorno 
6_ritorno,L_V,1663,6_ritorno 
6_ritorno,L_V,1664,6_ritorno 
6_ritorno,L_V,1665,6_ritorno 
6_ritorno,L_V,1666,6_ritorno 
6_ritorno,L_V,1667,6_ritorno 
6_ritorno,L_V,1668,6_ritorno 
6_ritorno,L_V,1669,6_ritorno 
6_ritorno,L_V,1670,6_ritorno 
6_ritorno,L_V,1671,6_ritorno 
6_ritorno,L_V,1672,6_ritorno 
6_ritorno,L_V,1673,6_ritorno 
6_ritorno,L_V,1674,6_ritorno 
6_ritorno,L_V,1675,6_ritorno 
6_ritorno,L_V,1676,6_ritorno 
6_ritorno,L_V,1677,6_ritorno 
6_ritorno,L_V,1678,6_ritorno 
6_ritorno,L_V,1679,6_ritorno 
6_ritorno,L_V,1680,6_ritorno 
6_ritorno,L_V,1681,6_ritorno 
6_ritorno,L_V,1682,6_ritorno 
